Doi,Novelty_Type,Novelty,Year
10.1371/journal.pbio.1001897,1,-8.62554694187772,2014
10.1371/journal.pbio.1001900,1,-8.442437816987153,2014
10.1371/journal.pbio.1001914,1,-9.103890395984,2014
10.1371/journal.pbio.1001920,1,-8.666934984932684,2014
10.1371/journal.pbio.1001935,1,-8.078680683062618,2014
10.1371/journal.pbio.1001970,1,-24.27536594189212,2014
10.1371/journal.pbio.1002017,0,-8.56669830074907,2014
10.1371/journal.pbio.1002411,1,-7.519488889505191,2016
10.1371/journal.pbio.1002515,1,-17.914513297835367,2016
10.1371/journal.pbio.2002985,1,-7.9038671653414,2018
10.1371/journal.pbio.2003174,1,-11.352723067774017,2018
10.1371/journal.pbio.2003962,1,-7.9038671653414,2018
10.1371/journal.pbio.2005358,0,-10.708089528835096,2018
10.1371/journal.pbio.2005687,1,-9.373805014653383,2018
10.1371/journal.pbio.2006643,1,-12.232198688763654,2018
10.1371/journal.pbio.3000027,1,-7.5873131325671395,2018
10.1371/journal.pbio.3000581,1,-10.329485061798756,2020
10.1371/journal.pbio.3001235,1,-11.790807277145474,2021
10.1371/journal.pcbi.1000955,1,-8.703943885630874,2010
10.1371/journal.pcbi.1002375,1,-7.985431941208393,2012
10.1371/journal.pcbi.1002443,1,-8.393217761000267,2012
10.1371/journal.pcbi.1002444,1,-13.914920786238657,2012
10.1371/journal.pcbi.1002517,1,-8.984450939530044,2012
10.1371/journal.pcbi.1002891,1,-7.511055354469422,2013
10.1371/journal.pcbi.1002918,1,-8.329926592664624,2013
10.1371/journal.pcbi.1003258,1,-7.849576156052824,2013
10.1371/journal.pcbi.1003264,1,-8.141678898540231,2013
10.1371/journal.pcbi.1003280,1,-8.015102784664913,2013
10.1371/journal.pcbi.1003285,0,-8.320637485377786,2013
10.1371/journal.pcbi.1003460,1,-8.398336121928342,2014
10.1371/journal.pcbi.1003505,1,-7.733104368518012,2014
10.1371/journal.pcbi.1003594,1,-8.213191096791297,2014
10.1371/journal.pcbi.1003674,1,-11.822482719891376,2014
10.1371/journal.pcbi.1003817,1,-8.078680683062618,2014
10.1371/journal.pcbi.1006237,0,-8.983688807996534,2018
10.1371/journal.pcbi.1006467,0,212.19336919877748,2018
10.1371/journal.pcbi.1009591,1,-8.460991378331824,2021
10.1371/journal.pgen.1007205,1,-7.528901648817756,2018
10.1371/journal.pgen.1007214,1,-13.952744917611009,2018
10.1371/journal.pgen.1007298,1,-10.255517791760544,2018
10.1371/journal.pgen.1007379,1,-12.187214149448192,2018
10.1371/journal.pgen.1007412,1,-7.723606594649034,2018
10.1371/journal.pgen.1007520,1,-7.9038671653414,2018
10.1371/journal.pmed.0020059,1,3.0,2005
10.1371/journal.pmed.1001387,1,-8.506400629798783,2013
10.1371/journal.pmed.1001467,0,-9.179424733615468,2013
10.1371/journal.pntd.0001275,1,-7.906673039102892,2011
10.1371/journal.pntd.0002648,1,-8.246980472623088,2014
10.1371/journal.pntd.0003096,1,-8.839565219870348,2014
10.1371/journal.pntd.0004710,1,-7.370354078035227,2016
10.1371/journal.pntd.0006330,0,-9.2657639534307,2018
10.1371/journal.pone.0001456,1,-9.498007762970593,2008
10.1371/journal.pone.0001473,1,-7.831992941540405,2008
10.1371/journal.pone.0002365,1,-9.498007762970593,2008
10.1371/journal.pone.0002782,1,-8.242293298193628,2008
10.1371/journal.pone.0003942,1,-7.329396461962012,2008
10.1371/journal.pone.0004226,1,-7.678258569331566,2009
10.1371/journal.pone.0006378,1,8.02793579158939,2009
10.1371/journal.pone.0008646,1,-8.792030393528815,2010
10.1371/journal.pone.0008692,1,-7.799319672676739,2010
10.1371/journal.pone.0009478,1,-7.799319672676739,2010
10.1371/journal.pone.0009610,1,3.3884611374609834,2010
10.1371/journal.pone.0010844,1,-12.77568703705452,2010
10.1371/journal.pone.0012110,0,81.14259879318713,2010
10.1371/journal.pone.0012331,1,-9.113341123475292,2010
10.1371/journal.pone.0012353,1,-8.910796048431976,2010
10.1371/journal.pone.0012680,1,-9.113341123475292,2010
10.1371/journal.pone.0012996,1,-9.047151791588536,2010
10.1371/journal.pone.0015435,1,-9.331052995204274,2010
10.1371/journal.pone.0015861,1,-9.834727242665352,2011
10.1371/journal.pone.0016517,1,-7.434609157393472,2011
10.1371/journal.pone.0016658,1,-7.769227952698708,2011
10.1371/journal.pone.0016975,1,-8.113701115889981,2011
10.1371/journal.pone.0017414,1,-8.034854632691111,2011
10.1371/journal.pone.0017637,1,-9.11351393364033,2011
10.1371/journal.pone.0027009,1,-11.36620183353454,2011
10.1371/journal.pone.0027264,1,-21.624543021321085,2011
10.1371/journal.pone.0028316,1,-13.647304387730514,2012
10.1371/journal.pone.0028827,1,-7.979995809509865,2011
10.1371/journal.pone.0029348,0,-10.561043415382064,2012
10.1371/journal.pone.0030523,1,-7.715631759702341,2012
10.1371/journal.pone.0030559,1,-18.67787242994126,2012
10.1371/journal.pone.0030608,1,-7.873103323919373,2012
10.1371/journal.pone.0030876,1,-10.072739527942996,2012
10.1371/journal.pone.0031302,1,-7.664674264703973,2012
10.1371/journal.pone.0031457,1,-10.110693222565969,2012
10.1371/journal.pone.0032172,1,-7.664674264703973,2012
10.1371/journal.pone.0032776,1,-7.8175178858746035,2012
10.1371/journal.pone.0033093,1,-8.995083925824792,2012
10.1371/journal.pone.0033395,1,-7.7637226946493,2012
10.1371/journal.pone.0034459,1,-7.657219137918699,2012
10.1371/journal.pone.0034671,1,-8.223500274625104,2012
10.1371/journal.pone.0034833,1,-8.086301630797413,2012
10.1371/journal.pone.0034959,0,-10.444660884874718,2012
10.1371/journal.pone.0034996,1,-10.524773317740024,2012
10.1371/journal.pone.0035055,1,-18.73014460092488,2012
10.1371/journal.pone.0035155,0,-30.24343855894926,2012
10.1371/journal.pone.0035356,1,-7.949422389700224,2012
10.1371/journal.pone.0036009,1,-7.985431941208393,2012
10.1371/journal.pone.0037752,1,-7.410220129958248,2012
10.1371/journal.pone.0037818,1,-8.732211098882102,2012
10.1371/journal.pone.0037952,1,-8.865534033041738,2012
10.1371/journal.pone.0038403,1,-8.10750931649623,2012
10.1371/journal.pone.0039914,0,-8.349973509144416,2012
10.1371/journal.pone.0040302,1,-12.18019498879926,2012
10.1371/journal.pone.0040467,1,-13.167412163466198,2012
10.1371/journal.pone.0041093,1,-7.949422389700224,2012
10.1371/journal.pone.0041367,0,-8.023887780846465,2012
10.1371/journal.pone.0044959,1,-7.4440320099691295,2012
10.1371/journal.pone.0045129,1,-8.480750571377598,2012
10.1371/journal.pone.0045213,1,-7.410220129958248,2012
10.1371/journal.pone.0045802,1,-8.996090052080424,2012
10.1371/journal.pone.0046241,1,-10.444660884874718,2012
10.1371/journal.pone.0046628,1,-8.984450939530044,2012
10.1371/journal.pone.0046774,1,13.335897189396514,2012
10.1371/journal.pone.0046868,1,-10.524773317740024,2012
10.1371/journal.pone.0046957,1,-8.984450939530044,2012
10.1371/journal.pone.0047305,1,-7.809407641427977,2012
10.1371/journal.pone.0049221,1,-8.387412571589389,2012
10.1371/journal.pone.0050840,1,-7.403424310404931,2012
10.1371/journal.pone.0052689,1,-7.771951170956535,2013
10.1371/journal.pone.0054475,1,-7.8618937381263985,2013
10.1371/journal.pone.0056293,1,-19.29076198976752,2013
10.1371/journal.pone.0056895,1,-8.255155160525216,2013
10.1371/journal.pone.0057001,1,-11.05474284863928,2013
10.1371/journal.pone.0057163,1,-7.849576156052824,2013
10.1371/journal.pone.0058072,1,-7.452837090497284,2013
10.1371/journal.pone.0058832,1,-8.662334216073384,2013
10.1371/journal.pone.0059767,0,-9.47028657486138,2013
10.1371/journal.pone.0059855,1,-8.141619941222688,2013
10.1371/journal.pone.0060147,1,-9.179424733615468,2013
10.1371/journal.pone.0061020,1,-9.742302673394038,2013
10.1371/journal.pone.0061923,1,-7.380116139667503,2013
10.1371/journal.pone.0062157,1,-9.945533813383513,2013
10.1371/journal.pone.0062687,1,-7.640270996907333,2013
10.1371/journal.pone.0063191,1,-9.504266123177226,2013
10.1371/journal.pone.0063438,1,-7.994597149380347,2013
10.1371/journal.pone.0064311,1,-10.923894357297751,2013
10.1371/journal.pone.0064943,1,-8.274510567761203,2013
10.1371/journal.pone.0065169,1,-8.904918623688635,2013
10.1371/journal.pone.0065235,1,-7.725694727143485,2013
10.1371/journal.pone.0065427,1,-8.564299853598609,2013
10.1371/journal.pone.0066148,1,-18.145547895158582,2013
10.1371/journal.pone.0067661,1,-7.771951170956535,2013
10.1371/journal.pone.0067828,1,-9.742302673394038,2013
10.1371/journal.pone.0069314,1,-9.895392632924418,2013
10.1371/journal.pone.0071318,1,-8.496814441214475,2013
10.1371/journal.pone.0071634,1,-8.212762515709299,2013
10.1371/journal.pone.0071721,1,-7.362788293188191,2013
10.1371/journal.pone.0071795,1,-8.009585253154635,2013
10.1371/journal.pone.0073276,1,-7.384817581707824,2013
10.1371/journal.pone.0073944,1,-8.165570290773086,2013
10.1371/journal.pone.0073960,0,-7.771951170956535,2013
10.1371/journal.pone.0074627,1,-10.359019327042294,2013
10.1371/journal.pone.0075151,1,-12.68589655698392,2013
10.1371/journal.pone.0075246,1,-8.506400629798783,2013
10.1371/journal.pone.0075309,1,-9.742302673394038,2013
10.1371/journal.pone.0077673,1,-7.893483099254916,2013
10.1371/journal.pone.0078191,1,-8.124502273252777,2013
10.1371/journal.pone.0078365,1,-7.75626708424436,2013
10.1371/journal.pone.0080051,0,-7.684030355155081,2013
10.1371/journal.pone.0081445,1,-10.558375917645856,2013
10.1371/journal.pone.0083506,1,-10.739206951263904,2013
10.1371/journal.pone.0083807,1,-7.857062749743255,2013
10.1371/journal.pone.0084534,1,-7.775957007276881,2014
10.1371/journal.pone.0084904,1,-9.937903099026506,2014
10.1371/journal.pone.0085383,1,-7.857062749743255,2013
10.1371/journal.pone.0086301,1,-8.299291198577283,2014
10.1371/journal.pone.0086842,1,-7.384383612448634,2014
10.1371/journal.pone.0087133,1,-9.752644360655054,2014
10.1371/journal.pone.0087355,1,-24.27536594189212,2014
10.1371/journal.pone.0087361,0,-9.103890395984,2014
10.1371/journal.pone.0087495,1,-8.085862832741213,2014
10.1371/journal.pone.0088735,1,-12.101501050845544,2014
10.1371/journal.pone.0089366,1,-7.590626370839518,2014
10.1371/journal.pone.0089881,1,-9.142595242171073,2014
10.1371/journal.pone.0090032,1,-24.27536594189212,2014
10.1371/journal.pone.0092169,1,-10.61333606268286,2014
10.1371/journal.pone.0092581,1,-8.46212113812967,2014
10.1371/journal.pone.0092904,1,-9.103890395984,2014
10.1371/journal.pone.0093043,1,-8.169669810534963,2014
10.1371/journal.pone.0093955,1,-7.693515560367631,2014
10.1371/journal.pone.0094020,1,-7.34920160715761,2014
10.1371/journal.pone.0094546,1,-8.53603914290872,2014
10.1371/journal.pone.0095246,1,-11.359812260613587,2014
10.1371/journal.pone.0097078,0,-21.832839116411225,2014
10.1371/journal.pone.0097257,1,-8.365565157009668,2014
10.1371/journal.pone.0098039,1,-7.45860070430454,2014
10.1371/journal.pone.0098356,1,-14.702616561413432,2014
10.1371/journal.pone.0099601,1,-42.19013701385607,2014
10.1371/journal.pone.0101302,1,-13.971951513405998,2014
10.1371/journal.pone.0101932,1,-9.103890395984,2014
10.1371/journal.pone.0102079,1,-7.733104368518012,2014
10.1371/journal.pone.0103004,1,-8.62554694187772,2014
10.1371/journal.pone.0105513,1,-7.81771083266763,2014
10.1371/journal.pone.0105578,1,-7.738658882885082,2014
10.1371/journal.pone.0105998,0,-8.438568033113507,2014
10.1371/journal.pone.0107841,1,-16.378832027120612,2014
10.1371/journal.pone.0108217,1,-10.666079900853248,2014
10.1371/journal.pone.0110284,1,-9.154112206423322,2014
10.1371/journal.pone.0110434,1,-8.12509600323554,2014
10.1371/journal.pone.0110529,1,-10.352319423118916,2014
10.1371/journal.pone.0110571,1,-8.442437816987153,2014
10.1371/journal.pone.0113221,1,-8.345419135948221,2014
10.1371/journal.pone.0113293,1,-7.613508865259126,2014
10.1371/journal.pone.0113916,1,-38.74263790679596,2014
10.1371/journal.pone.0114467,1,-12.55616537187474,2014
10.1371/journal.pone.0115390,1,-9.089758112062356,2014
10.1371/journal.pone.0115987,1,-8.562796674938463,2014
10.1371/journal.pone.0119816,1,-7.649356719871815,2015
10.1371/journal.pone.0123171,1,-8.166683414619943,2015
10.1371/journal.pone.0131201,1,-8.353156292122332,2015
10.1371/journal.pone.0149092,1,-9.37750717789782,2016
10.1371/journal.pone.0161216,1,-7.687805446402067,2016
10.1371/journal.pone.0161969,1,-9.576882580885943,2016
10.1371/journal.pone.0162097,0,3.0,2016
10.1371/journal.pone.0173523,1,47.827554843136014,2017
10.1371/journal.pone.0196209,1,-8.425967522105347,2018
10.1371/journal.pone.0196809,1,-7.723606594649034,2018
10.1371/journal.pone.0197678,1,-7.820432099394264,2018
10.1371/journal.pone.0209648,1,-7.962976711700441,2018
10.1371/journal.pone.0216034,1,-10.632228029689932,2019
10.1371/journal.pone.0223415,1,-12.12986004710708,2019
10.1371/journal.ppat.0040004,1,-7.308659673382571,2008
10.1371/journal.ppat.1000757,1,-7.348344141273039,2010
10.1371/journal.ppat.1000935,1,-11.246144510375924,2010
10.1371/journal.ppat.1001344,1,-9.427030460254286,2011
10.1371/journal.ppat.1002140,1,-7.787233343104225,2011
10.1371/journal.ppat.1002157,1,-7.358455931010783,2011
10.1371/journal.ppat.1002164,1,-7.4602626223645,2011
10.1371/journal.ppat.1002247,1,-7.4602626223645,2011
10.1371/journal.ppat.1002379,1,-12.09716058549591,2011
10.1371/journal.ppat.1002449,1,-8.351005655632385,2011
10.1371/journal.ppat.1002520,1,-9.488267987771025,2012
10.1371/journal.ppat.1002827,1,-10.444660884874718,2012
10.1371/journal.ppat.1002900,1,-7.755672581430797,2012
10.1371/journal.ppat.1002954,1,-8.984450939530044,2012
10.1371/journal.ppat.1002961,1,92.54119540288838,2012
10.1371/journal.ppat.1002990,1,-8.139416721041012,2012
10.1371/journal.ppat.1003044,1,-7.981350246265231,2012
10.1371/journal.ppat.1003124,1,-9.948745027504604,2013
10.1371/journal.ppat.1003177,1,-7.98310172915375,2013
10.1371/journal.ppat.1003272,1,-8.567545305234207,2013
10.1371/journal.ppat.1003315,1,-8.904918623688635,2013
10.1371/journal.ppat.1003392,1,-8.904918623688635,2013
10.1371/journal.ppat.1003461,1,-9.948745027504604,2013
10.1371/journal.ppat.1003471,1,-10.436471660872147,2013
10.1371/journal.ppat.1003477,1,-12.68589655698392,2013
10.1371/journal.ppat.1003481,1,-8.904918623688635,2013
10.1371/journal.ppat.1003649,1,-12.68589655698392,2013
10.1371/journal.ppat.1003722,0,-7.88480641379103,2013
10.1371/journal.ppat.1007431,1,-13.952744917611009,2018
10.1371/journal.ppat.1007461,1,-8.21816604832383,2018
10.1371/journal.ppat.1009132,1,-7.478165470993667,2020
10.1371/journal.ppat.1009509,1,-11.008999392898987,2021
