Doi,Novelty,Year
10.1371/journal.pone.0027020,-7.811634476006595,2011
10.1371/journal.pone.0027030,-7.787233343104225,2011
10.1371/journal.pone.0027051,-11.974570855083735,2011
10.1371/journal.pone.0029296,-8.947213620951908,2011
10.1371/journal.pone.0027743,-7.524149941657174,2011
10.1371/journal.pone.0029309,-9.461058386257957,2011
10.1371/journal.pone.0027744,-15.007643960831253,2011
10.1371/journal.pone.0027070,-14.896647379028003,2011
10.1371/journal.pone.0027746,-8.695019170857252,2011
10.1371/journal.pone.0027073,-7.632042431918292,2011
10.1371/journal.pone.0027750,-14.01290241092878,2011
10.1371/journal.pone.0029337,-8.774309694329938,2011
10.1371/journal.pone.0017481,-23.36646712147428,2011
10.1371/journal.pone.0027089,-7.453657380659755,2011
10.1371/journal.pone.0027767,-10.858766591625685,2011
10.1371/journal.pone.0029364,-7.596753078025866,2011
10.1371/journal.pone.0028501,-7.525352759178574,2011
10.1371/journal.pone.0032924,-9.143695095079195,2012
10.1371/journal.pone.0040589,-8.444068986543598,2012
10.1371/journal.pone.0032928,-8.711169856254525,2012
10.1371/journal.pone.0038042,-8.10030944353997,2012
10.1371/journal.pone.0030401,-9.201506951211831,2012
10.1371/journal.pone.0035510,-7.985431941208393,2012
10.1371/journal.pone.0035532,-10.265015986342531,2012
10.1371/journal.pone.0030427,-8.711169856254525,2012
10.1371/journal.pone.0035540,-9.154531993788476,2012
10.1371/journal.pone.0038103,-8.15103386692329,2012
10.1371/journal.pone.0048342,-9.413999815651556,2012
10.1371/journal.pone.0035567,-8.426202522770112,2012
10.1371/journal.pone.0040690,-9.349331102800129,2012
10.1371/journal.pone.0040692,-7.410220129958248,2012
10.1371/journal.pone.0033031,-10.491518878397455,2012
10.1371/journal.pone.0040694,-7.985431941208393,2012
10.1371/journal.pone.0035596,-8.555693991368575,2012
10.1371/journal.pone.0038156,-8.329257837873207,2012
10.1371/journal.pone.0030523,-7.715631759702341,2012
10.1371/journal.pone.0030531,-38.5591230532657,2012
10.1371/journal.pone.0038193,-8.103444422688954,2012
10.1371/journal.pone.0033093,-8.995083925824792,2012
10.1371/journal.pone.0035659,-13.007415814058891,2012
10.1371/journal.pone.0033108,-7.929214848821947,2012
10.1371/journal.pone.0033121,-8.547158742081212,2012
10.1371/journal.pone.0040792,-7.43441687903245,2012
10.1371/journal.pone.0033140,-11.765112582819654,2012
10.1371/journal.pone.0033142,-16.013088346160494,2012
10.1371/journal.pone.0038264,-7.657219137918699,2012
10.1371/journal.pone.0030608,-7.873103323919373,2012
10.1371/journal.pone.0033163,-7.440406976855186,2012
10.1371/journal.pone.0030616,-9.786629049209331,2012
10.1371/journal.pone.0038280,-7.764956657782388,2012
10.1371/journal.pone.0038284,-8.017837257372731,2012
10.1371/journal.pone.0033194,-8.558349988522048,2012
10.1371/journal.pone.0033197,-8.458186666313054,2012
10.1371/journal.pone.0035749,-13.229505044818625,2012
10.1371/journal.pone.0030644,-8.559942742310037,2012
10.1371/journal.pone.0033204,-7.669024648874444,2012
10.1371/journal.pone.0030658,-8.337146343522948,2012
10.1371/journal.pone.0038323,-8.984450939530044,2012
10.1371/journal.pone.0030675,-11.557768001186815,2012
10.1371/journal.pone.0038338,-9.683681918874756,2012
10.1371/journal.pone.0035784,-8.29035609801585,2012
10.1371/journal.pone.0051217,-9.544693954495951,2012
10.1371/journal.pone.0033243,-8.270691634738494,2012
10.1371/journal.pone.0030692,-7.816333364473012,2012
10.1371/journal.pone.0033261,-8.223500274625104,2012
10.1371/journal.pone.0033262,-8.6865002981667,2012
10.1371/journal.pone.0040928,-7.410220129958248,2012
10.1371/journal.pone.0040933,-10.213136866688956,2012
10.1371/journal.pone.0030722,-7.926267087989206,2012
10.1371/journal.pone.0035832,-8.812013601351692,2012
10.1371/journal.pone.0035834,-7.410220129958248,2012
10.1371/journal.pone.0030744,-7.581438210641405,2012
10.1371/journal.pone.0030748,-8.130688655642599,2012
10.1371/journal.pone.0043525,-7.985094935052183,2012
10.1371/journal.pone.0033312,-7.981350246265231,2012
10.1371/journal.pone.0035866,-9.143695095079195,2012
10.1371/journal.pone.0038428,-8.40742319250383,2012
10.1371/journal.pone.0030770,-8.5665715305375,2012
10.1371/journal.pone.0030773,-7.634453965102333,2012
10.1371/journal.pone.0035884,-9.201506951211831,2012
10.1371/journal.pone.0030794,-8.984450939530044,2012
10.1371/journal.pone.0033349,-7.410220129958248,2012
10.1371/journal.pone.0041021,-10.142562201175974,2012
10.1371/journal.pone.0046131,-12.07536374990626,2012
10.1371/journal.pone.0041032,-7.657219137918699,2012
10.1371/journal.pone.0035921,-9.735274909202914,2012
10.1371/journal.pone.0030831,-7.30891554412696,2012
10.1371/journal.pone.0033385,-8.344781478671074,2012
10.1371/journal.pone.0038500,-7.410220129958248,2012
10.1371/journal.pone.0030851,-7.604353150321571,2012
10.1371/journal.pone.0041071,-10.141446953046064,2012
10.1371/journal.pone.0035966,-7.410220129958248,2012
10.1371/journal.pone.0038541,-9.488267987771025,2012
10.1371/journal.pone.0048778,-8.914798187895032,2012
10.1371/journal.pone.0036006,-8.558349988522048,2012
10.1371/journal.pone.0030901,-7.471260213491348,2012
10.1371/journal.pone.0038562,-8.711169856254525,2012
10.1371/journal.pone.0036009,-7.985431941208393,2012
10.1371/journal.pone.0036013,-8.984450939530044,2012
10.1371/journal.pone.0033470,-7.503839715027738,2012
10.1371/journal.pone.0030933,-8.984450939530044,2012
10.1371/journal.pone.0036040,-8.480109393481786,2012
10.1371/journal.pone.0038600,-10.516204219256222,2012
10.1371/journal.pone.0036046,-7.410220129958248,2012
10.1371/journal.pone.0041170,-9.413999815651556,2012
10.1371/journal.pone.0041175,-7.471260213491348,2012
10.1371/journal.pone.0043726,-8.711169856254525,2012
10.1371/journal.pone.0041182,-9.19806772850664,2012
10.1371/journal.pone.0041201,-7.657219137918699,2012
10.1371/journal.pone.0036093,-7.744758739975172,2012
10.1371/journal.pone.0030991,13.335897189396514,2012
10.1371/journal.pone.0033544,-7.440406976855186,2012
10.1371/journal.pone.0038657,-10.524773317740024,2012
10.1371/journal.pone.0036103,-8.754129103987994,2012
10.1371/journal.pone.0038665,-8.255678521001027,2012
10.1371/journal.pone.0038670,-11.797646400554212,2012
10.1371/journal.pone.0033562,-7.3689320075156814,2012
10.1371/journal.pone.0033565,-9.136862953260762,2012
10.1371/journal.pone.0041231,-8.024429695278888,2012
10.1371/journal.pone.0041253,-7.916485340285546,2012
10.1371/journal.pone.0041255,-9.672372601947767,2012
10.1371/journal.pone.0036146,-8.984450939530044,2012
10.1371/journal.pone.0036151,-10.444660884874718,2012
10.1371/journal.pone.0036162,-8.733804625659783,2012
10.1371/journal.pone.0041277,-8.480109393481786,2012
10.1371/journal.pone.0038724,-7.741737988191921,2012
10.1371/journal.pone.0033615,-11.695837722190165,2012
10.1371/journal.pone.0038730,-8.774984632287648,2012
10.1371/journal.pone.0041285,-7.6789842732480915,2012
10.1371/journal.pone.0033624,-7.359137705522847,2012
10.1371/journal.pone.0033627,-12.154974944551226,2012
10.1371/journal.pone.0041304,-7.503839715027738,2012
10.1371/journal.pone.0033644,-7.320775232173161,2012
10.1371/journal.pone.0033650,-7.613508865259126,2012
10.1371/journal.pone.0038766,-7.833620251094308,2012
10.1371/journal.pone.0036212,-10.524773317740024,2012
10.1371/journal.pone.0031111,-9.951726443563802,2012
10.1371/journal.pone.0038770,-8.387412571589389,2012
10.1371/journal.pone.0036216,-7.956270130527709,2012
10.1371/journal.pone.0038776,-8.270838354244152,2012
10.1371/journal.pone.0041331,-7.345216724617042,2012
10.1371/journal.pone.0031122,-8.984450939530044,2012
10.1371/journal.pone.0038781,-7.664674264703973,2012
10.1371/journal.pone.0036229,-9.136862953260762,2012
10.1371/journal.pone.0041342,-9.326724217381951,2012
10.1371/journal.pone.0046449,-7.413943073274375,2012
10.1371/journal.pone.0046452,-7.664674264703973,2012
10.1371/journal.pone.0038807,-25.36926555473332,2012
10.1371/journal.pone.0041366,-8.10030944353997,2012
10.1371/journal.pone.0038813,-9.488267987771025,2012
10.1371/journal.pone.0036256,-11.049458999149834,2012
10.1371/journal.pone.0041377,-10.213136866688956,2012
10.1371/journal.pone.0041383,-8.814770967860317,2012
10.1371/journal.pone.0036283,-7.410220129958248,2012
10.1371/journal.pone.0036287,-11.049458999149834,2012
10.1371/journal.pone.0031193,-9.161186785384,2012
10.1371/journal.pmed.1001272,-7.4206955173426685,2012
10.1371/journal.pone.0031196,-9.55814098655148,2012
10.1371/journal.pone.0041427,-8.995083925824792,2012
10.1371/journal.pone.0036323,-9.55814098655148,2012
10.1371/journal.pone.0038885,-7.669024648874444,2012
10.1371/journal.pone.0033778,-9.413999815651556,2012
10.1371/journal.pone.0033805,-7.43441687903245,2012
10.1371/journal.pone.0033808,-10.255591169380232,2012
10.1371/journal.pone.0041476,-7.864428056383801,2012
10.1371/journal.pone.0036373,-8.465962601543712,2012
10.1371/journal.pone.0038934,-8.663419126809677,2012
10.1371/journal.pone.0031287,-8.984450939530044,2012
10.1371/journal.pone.0041504,-8.472058109461251,2012
10.1371/journal.pone.0031293,-8.480750571377598,2012
10.1371/journal.pone.0033846,-9.143695095079195,2012
10.1371/journal.pone.0031299,-9.143695095079195,2012
10.1371/journal.pone.0033848,-8.108185993715693,2012
10.1371/journal.pone.0038976,-9.545454545454543,2012
10.1371/journal.pone.0033861,-7.444516514578796,2012
10.1371/journal.pone.0033864,-11.094700670001748,2012
10.1371/journal.pntd.0001492,-7.410220129958248,2012
10.1371/journal.pone.0031335,-8.84610465166633,2012
10.1371/journal.pone.0031351,-9.488267987771025,2012
10.1371/journal.pone.0036461,-7.983326719966255,2012
10.1371/journal.pone.0036464,-9.842476801377892,2012
10.1371/journal.pone.0031383,-7.633776321089465,2012
10.1371/journal.pone.0031384,-7.535940088210657,2012
10.1371/journal.pone.0039049,-10.832695645079204,2012
10.1371/journal.pone.0036488,-8.642876666366385,2012
10.1371/journal.pone.0041611,-7.764956657782388,2012
10.1371/journal.pntd.0001570,-7.410220129958248,2012
10.1371/journal.pone.0033971,-7.670025842489198,2012
10.1371/journal.pone.0033973,-11.049458999149834,2012
10.1371/journal.pone.0033987,-7.863773666438359,2012
10.1371/journal.pone.0041659,-8.558349988522048,2012
10.1371/journal.pone.0033999,-8.168215473657135,2012
10.1371/journal.pone.0031457,-10.110693222565969,2012
10.1371/journal.pone.0034007,-7.657219137918699,2012
10.1371/journal.pone.0041678,-7.864428056383801,2012
10.1371/journal.pone.0039132,-7.864428056383801,2012
10.1371/journal.pone.0031482,-7.833620251094308,2012
10.1371/journal.pone.0034028,-9.201506951211831,2012
10.1371/journal.pone.0036583,-7.915789524389252,2012
10.1371/journal.pone.0034031,-8.663369763579773,2012
10.1371/journal.pone.0039151,-8.095418690939235,2012
10.1371/journal.pone.0031492,-7.715631759702341,2012
10.1371/journal.pone.0039160,-8.984450939530044,2012
10.1371/journal.pone.0039167,-7.744758739975172,2012
10.1371/journal.pone.0031506,-7.410220129958248,2012
10.1371/journal.pone.0036610,-7.938765117188523,2012
10.1371/journal.pone.0031515,-9.093645104831587,2012
10.1371/journal.pone.0036616,-8.20194372203119,2012
10.1371/journal.pone.0034067,-8.074281894797162,2012
10.1371/journal.pone.0049435,-10.524773317740024,2012
10.1371/journal.pone.0034086,-7.904738961420258,2012
10.1371/journal.pone.0031541,-7.833620251094308,2012
10.1371/journal.pone.0039209,-7.43441687903245,2012
10.1371/journal.pone.0041770,-8.984450939530044,2012
10.1371/journal.pntd.0001717,-7.410220129958248,2012
10.1371/journal.pone.0036664,-8.282322220461202,2012
10.1371/journal.pone.0041780,-8.024429695278888,2012
10.1371/journal.pone.0036669,-7.440406976855186,2012
10.1371/journal.pntd.0001731,-7.410220129958248,2012
10.1371/journal.pone.0031573,-7.664674264703973,2012
10.1371/journal.pone.0039233,-7.77377709325922,2012
10.1371/journal.pone.0034118,-7.434253550625857,2012
10.1371/journal.pone.0031576,-7.381788613364548,2012
10.1371/journal.pntd.0001741,-7.49634057065309,2012
10.1371/journal.pone.0031587,-7.648718957715758,2012
10.1371/journal.pone.0031592,-7.517079454617912,2012
10.1371/journal.pone.0036694,-9.136862953260762,2012
10.1371/journal.pone.0034150,-7.3484692283495345,2012
10.1371/journal.pone.0031611,-7.6192237641601,2012
10.1371/journal.pone.0031613,-9.201506951211831,2012
10.1371/journal.pone.0034158,-10.524773317740024,2012
10.1371/journal.pone.0036718,-7.4206955173426685,2012
10.1371/journal.pone.0031628,-7.9320868282019665,2012
10.1371/journal.pone.0039291,-10.213136866688956,2012
10.1371/journal.pone.0034176,-7.410220129958248,2012
10.1371/journal.pone.0039298,-8.984450939530044,2012
10.1371/journal.pone.0041853,-8.558349988522048,2012
10.1371/journal.pone.0036740,-8.984450939530044,2012
10.1371/journal.pone.0034185,-10.524773317740024,2012
10.1371/journal.pone.0041868,-7.503839715027738,2012
10.1371/journal.pone.0034198,-7.783529502797027,2012
10.1371/journal.pone.0049563,-8.984450939530044,2012
10.1371/journal.pone.0034206,-7.525121326622725,2012
10.1371/journal.pone.0036766,-8.40651626237145,2012
10.1371/journal.pone.0031677,-7.985431941208393,2012
10.1371/journal.pone.0041903,-8.435458151722361,2012
10.1371/journal.pone.0031685,-8.558349988522048,2012
10.1371/journal.pntd.0001853,-8.221975675157355,2012
10.1371/journal.pone.0031688,-9.143695095079195,2012
10.1371/journal.pone.0041921,-8.207836804782163,2012
10.1371/journal.pone.0034247,-8.558349988522048,2012
10.1371/journal.pone.0034255,-10.334207950479948,2012
10.1371/journal.pone.0031718,-7.978725252646803,2012
10.1371/journal.pone.0041949,-8.995083925824792,2012
10.1371/journal.pone.0041952,-9.143695095079195,2012
10.1371/journal.pntd.0001898,-8.279204717827877,2012
10.1371/journal.pone.0041957,-8.15103386692329,2012
10.1371/journal.pone.0034282,6.999999999999998,2012
10.1371/journal.pntd.0001907,-10.604698233239391,2012
10.1371/journal.pone.0031741,-8.509481244086931,2012
10.1371/journal.pone.0031752,-7.410220129958248,2012
10.1371/journal.pntd.0001925,-7.410220129958248,2012
10.1371/journal.pone.0044524,-8.3724369466114,2012
10.1371/journal.pone.0041981,-8.732343861854217,2012
10.1371/journal.pone.0036866,-7.985431941208393,2012
10.1371/journal.pone.0036869,-7.657219137918699,2012
10.1371/journal.pntd.0001942,-7.433751255891615,2012
10.1371/journal.pone.0036882,-7.833620251094308,2012
10.1371/journal.pone.0034326,-10.444660884874718,2012
10.1371/journal.pone.0031783,-8.566571217173372,2012
10.1371/journal.pone.0039448,-7.477037202958198,2012
10.1371/journal.pone.0042010,-10.53158255249896,2012
10.1371/journal.pone.0031803,-10.012545509981797,2012
10.1371/journal.pone.0034349,-7.616224418611343,2012
10.1371/journal.pone.0042026,-7.76427659243826,2012
10.1371/journal.pone.0034355,-9.16865391875628,2012
10.1371/journal.pone.0042030,-10.524773317740024,2012
10.1371/journal.pone.0031813,-10.06084774146768,2012
10.1371/journal.pone.0042035,-8.984450939530044,2012
10.1371/journal.pone.0039483,-7.612619735298978,2012
10.1371/journal.pone.0036922,-7.962563782109626,2012
10.1371/journal.pone.0042041,-7.657219137918699,2012
10.1371/journal.pone.0031825,-7.704733373960363,2012
10.1371/journal.pone.0028121,-8.10030944353997,2012
10.1371/journal.pone.0042056,-11.049458999149834,2012
10.1371/journal.pone.0028305,-9.907171447931509,2012
10.1371/journal.pone.0047160,-8.651831712450198,2012
10.1371/journal.pone.0036944,-11.343833542603686,2012
10.1371/journal.pone.0036953,-10.96586232550821,2012
10.1371/journal.pone.0034397,-7.373786341238323,2012
10.1371/journal.pone.0034403,-8.10030944353997,2012
10.1371/journal.pone.0031861,-8.349973509144416,2012
10.1371/journal.pone.0036969,-7.626944256998597,2012
10.1371/journal.pone.0042086,-8.558349988522048,2012
10.1371/journal.pone.0042088,-7.864428056383801,2012
10.1371/journal.pone.0039539,-7.496043005678488,2012
10.1371/journal.pone.0036984,-8.40452319916611,2012
10.1371/journal.pone.0042100,-7.768727883177145,2012
10.1371/journal.pone.0039551,-7.833620251094308,2012
10.1371/journal.pone.0034443,-8.3540336676981,2012
10.1371/journal.pone.0049829,-9.077884209683027,2012
10.1371/journal.pone.0037009,-7.736778967538482,2012
10.1371/journal.pone.0042129,-8.064670940226138,2012
10.1371/journal.pone.0034459,-7.657219137918699,2012
10.1371/journal.pone.0039581,-8.65080386910561,2012
10.1371/journal.pone.0029021,-8.984450939530044,2012
10.1371/journal.pone.0042149,-18.67787242994126,2012
10.1371/journal.pone.0037036,-8.69224702116878,2012
10.1371/journal.pone.0052693,-9.081557493521858,2012
10.1371/journal.pone.0039610,-9.487556324895218,2012
10.1371/journal.pone.0034493,-13.867866379464733,2012
10.1371/journal.pone.0029103,-8.325190403397997,2012
10.1371/journal.pone.0031959,-8.739098478784522,2012
10.1371/journal.pone.0031962,-10.444660884874718,2012
10.1371/journal.pone.0037063,-7.503839715027738,2012
10.1371/journal.pone.0031970,-8.155144692445676,2012
10.1371/journal.pone.0031972,-9.201506951211831,2012
10.1371/journal.pone.0037076,-7.717121969151564,2012
10.1371/journal.pone.0042193,-10.524773317740024,2012
10.1371/journal.pone.0039649,-7.519607170770513,2012
10.1371/journal.pone.0031984,-10.561043415382064,2012
10.1371/journal.pone.0029213,-9.15123963531538,2012
10.1371/journal.pone.0037096,-8.63411196213883,2012
10.1371/journal.pone.0037105,-9.741496434828989,2012
10.1371/journal.pone.0042224,-7.317117931836227,2012
10.1371/journal.pone.0032011,-7.3689320075156814,2012
10.1371/journal.pone.0034555,-7.519607170770513,2012
10.1371/journal.pone.0034561,-7.949422389700224,2012
10.1371/journal.pone.0034564,-7.657219137918699,2012
10.1371/journal.pone.0037128,-9.545454545454543,2012
10.1371/journal.pone.0037137,-8.984450939530044,2012
10.1371/journal.pone.0037142,-7.624303606747206,2012
10.1371/journal.pone.0034590,-9.008736241479568,2012
10.1371/journal.pone.0029350,-7.503839715027738,2012
10.1371/journal.pone.0042269,-14.152887721604587,2012
10.1371/journal.pone.0032060,-8.530238635886256,2012
10.1371/journal.pone.0039732,-8.612555992162882,2012
10.1371/journal.pone.0032066,-9.842476801377892,2012
10.1371/journal.pone.0032069,-8.10030944353997,2012
10.1371/journal.pone.0034615,-8.558349988522048,2012
10.1371/journal.pone.0032076,-7.519607170770513,2012
10.1371/journal.pone.0029409,-9.456610884557591,2012
10.1371/journal.pone.0042299,-7.873649665230673,2012
10.1371/journal.pone.0029419,-11.06108144236488,2012
10.1371/journal.pone.0039752,-16.210198285782173,2012
10.1371/journal.pone.0042301,-15.264444888646208,2012
10.1371/journal.pone.0029424,-7.625894558357849,2012
10.1371/journal.pone.0029429,-8.558349988522048,2012
10.1371/journal.pone.0037197,-7.761167726734971,2012
10.1371/journal.pone.0029438,-8.10750931649623,2012
10.1371/journal.pone.0034654,-9.842476801377892,2012
10.1371/journal.pone.0029472,-8.21788384013812,2012
10.1371/journal.pone.0037226,-7.985431941208393,2012
10.1371/journal.pone.0032138,-8.984450939530044,2012
10.1371/journal.pone.0034689,-9.741496434828989,2012
10.1371/journal.pone.0032150,-7.410220129958248,2012
10.1371/journal.pone.0034693,-9.177654437535828,2012
10.1371/journal.pone.0034698,-8.039042087716403,2012
10.1371/journal.pone.0032157,-8.719830426946515,2012
10.1371/journal.pone.0037268,-12.598239552033707,2012
10.1371/journal.pone.0032180,-10.060362868989014,2012
10.1371/journal.pone.0032183,-8.62029332482988,2012
10.1371/journal.pone.0029607,-7.503839715027738,2012
10.1371/journal.pone.0032201,-10.524773317740024,2012
10.1371/journal.pone.0029617,-7.657219137918699,2012
10.1371/journal.pone.0034745,-8.995083925824792,2012
10.1371/journal.pone.0037311,-7.770736825864904,2012
10.1371/journal.pone.0029632,-7.657219137918699,2012
10.1371/journal.pone.0039888,-9.488267987771025,2012
10.1371/journal.pone.0050160,-7.64164852613682,2012
10.1371/journal.pone.0029654,-7.921860453600099,2012
10.1371/journal.pone.0029664,-8.984450939530044,2012
10.1371/journal.pone.0039904,-11.269878285971764,2012
10.1371/journal.pone.0039912,-8.984450939530044,2012
10.1371/journal.pone.0039914,-8.349973509144416,2012
10.1371/journal.pone.0029686,-7.985431941208393,2012
10.1371/journal.pone.0034804,-7.508328115068593,2012
10.1371/journal.pone.0045032,-7.520288236513632,2012
10.1371/journal.pone.0032274,-7.359137705522847,2012
10.1371/journal.pone.0039946,-7.7323264586655025,2012
10.1371/journal.pone.0034835,-11.526307107456995,2012
10.1371/journal.pone.0029743,-8.984450939530044,2012
10.1371/journal.ppat.1002417,-8.325190403397997,2012
10.1371/journal.pone.0034852,-7.410220129958248,2012
10.1371/journal.pone.0034857,-13.908082480569597,2012
10.1371/journal.pone.0037429,-13.092779820183187,2012
10.1371/journal.pone.0032353,-11.049458999149834,2012
10.1371/journal.pone.0040016,-11.058305659494248,2012
10.1371/journal.pone.0037461,-8.984450939530044,2012
10.1371/journal.pone.0037472,-8.024429695278888,2012
10.1371/journal.pone.0037473,-7.833620251094308,2012
10.1371/journal.pone.0040036,-7.949422389700224,2012
10.1371/journal.pone.0040045,-8.064670940226138,2012
10.1371/journal.pone.0040046,-7.410220129958248,2012
10.1371/journal.pone.0040064,-10.06084774146768,2012
10.1371/journal.pone.0037512,-13.165385559816997,2012
10.1371/journal.pone.0037517,-9.129630111184428,2012
10.1371/journal.pone.0032419,-7.7323264586655025,2012
10.1371/journal.pone.0045192,-7.410220129958248,2012
10.1371/journal.pone.0029879,-9.143695095079195,2012
10.1371/journal.pone.0034975,-10.471685089091824,2012
10.1371/journal.pone.0040092,-10.524773317740024,2012
10.1371/journal.pone.0032436,-7.410220129958248,2012
10.1371/journal.pone.0034978,-8.704985966325339,2012
10.1371/journal.pone.0037537,-11.427545200490426,2012
10.1371/journal.pone.0029890,-7.614598786310811,2012
10.1371/journal.pone.0040100,-7.657219137918699,2012
10.1371/journal.pone.0037544,-9.741496434828989,2012
10.1371/journal.pone.0034996,-10.524773317740024,2012
10.1371/journal.pone.0032454,-9.143695095079195,2012
10.1371/journal.pone.0032456,-7.664674264703973,2012
10.1371/journal.pone.0029925,-8.387412571589389,2012
10.1371/journal.pone.0029931,-9.930373816346089,2012
10.1371/journal.pone.0029935,-8.723919961797986,2012
10.1371/journal.pone.0035039,-9.81379425427637,2012
10.1371/journal.pone.0037604,-7.636703908224489,2012
10.1371/journal.pone.0050446,-9.08117967615006,2012
10.1371/journal.pone.0035055,-18.73014460092488,2012
10.1371/journal.pone.0029970,-19.296081524884364,2012
10.1371/journal.pone.0032537,-7.673196827429991,2012
10.1371/journal.pone.0040194,-8.558349988522048,2012
10.1371/journal.pone.0035081,-15.974800246659257,2012
10.1371/journal.pone.0037658,-14.311723651021406,2012
10.1371/journal.pone.0040214,-7.503839715027738,2012
10.1371/journal.pone.0035106,-7.410220129958248,2012
10.1371/journal.pone.0035111,-8.555693991368575,2012
10.1371/journal.pone.0030024,-7.985431941208393,2012
10.1371/journal.pone.0035115,-7.764956657782388,2012
10.1371/journal.pone.0035118,-9.842476801377892,2012
10.1371/journal.pone.0035130,-14.981212811897104,2012
10.1371/journal.pone.0030045,-9.201506951211831,2012
10.1371/journal.pone.0040258,-7.857465306167974,2012
10.1371/journal.pone.0035153,-8.024114833327966,2012
10.1371/journal.pone.0035158,-11.765112582819654,2012
10.1371/journal.pone.0030072,-7.4206955173426685,2012
10.1371/journal.pone.0037722,-9.488267987771025,2012
10.1371/journal.pone.0030077,-7.410220129958248,2012
10.1371/journal.pone.0035168,-7.686951237705038,2012
10.1371/journal.pone.0035175,-7.541647225167541,2012
10.1371/journal.pone.0035180,-8.279204717827877,2012
10.1371/journal.pone.0045404,-7.900172150656582,2012
10.1371/journal.pone.0032647,-8.984450939530044,2012
10.1371/journal.pone.0032658,-12.181202623952156,2012
10.1371/journal.pone.0047984,-8.247306552567034,2012
10.1371/journal.pone.0030117,-9.488267987771025,2012
10.1371/journal.pone.0045430,-8.663419126809677,2012
10.1371/journal.pone.0030134,-8.059756009140726,2012
10.1371/journal.pone.0032698,-8.45358258800324,2012
