Doi,Novelty_Type,Novelty,Year
10.1371/journal.pbio.3000027,1,-11.412500787127458,2018
10.1371/journal.pbio.3000070,1,63.31878162104287,2018
10.1371/journal.pcbi.0020153,1,5.416090931370096,2006
10.1371/journal.pcbi.1000028,1,2.549231207112409,2008
10.1371/journal.pcbi.1000045,1,21.509487143908046,2008
10.1371/journal.pcbi.1000433,1,10.70844478984572,2009
10.1371/journal.pcbi.1000443,0,7.566174307583655,2009
10.1371/journal.pcbi.1000716,1,9.281828559833391,2010
10.1371/journal.pcbi.1000955,1,-8.409145843603167,2010
10.1371/journal.pcbi.1001095,1,4.810021948720109,2011
10.1371/journal.pcbi.1002029,1,-7.838057148106367,2011
10.1371/journal.pcbi.1002375,1,-7.820166480819552,2012
10.1371/journal.pcbi.1002443,1,-8.519890757908572,2012
10.1371/journal.pcbi.1002444,1,-20.04763884940932,2012
10.1371/journal.pcbi.1002517,1,-7.377858234232616,2012
10.1371/journal.pcbi.1002736,1,69.05839494676623,2012
10.1371/journal.pcbi.1002855,1,2.7837623712726334,2013
10.1371/journal.pcbi.1003264,1,-10.165471987816694,2013
10.1371/journal.pcbi.1003435,1,-7.665582452646097,2014
10.1371/journal.pcbi.1003594,1,-8.421736448622765,2014
10.1371/journal.pcbi.1003674,1,-13.772982443991966,2014
10.1371/journal.pcbi.1004261,1,14.701395073998045,2015
10.1371/journal.pcbi.1004725,1,19.94587350002217,2016
10.1371/journal.pcbi.1004861,1,3.711886477485709,2016
10.1371/journal.pcbi.1005786,1,23.48234129460749,2017
10.1371/journal.pcbi.1006237,0,-7.854946176209718,2018
10.1371/journal.pcbi.1006467,0,212.19336919877748,2018
10.1371/journal.pcbi.1006914,1,62.213297644854336,2019
10.1371/journal.pcbi.1006950,1,19.66971864587481,2019
10.1371/journal.pcbi.1007318,1,28.43710115610452,2019
10.1371/journal.pcbi.1008399,1,99.02925906562346,2020
10.1371/journal.pcbi.1009215,1,21.38981589785406,2021
10.1371/journal.pcbi.1009591,1,-8.276546704945865,2021
10.1371/journal.pgen.1007108,0,-7.293758364851844,2018
10.1371/journal.pgen.1007205,1,-7.528901648817756,2018
10.1371/journal.pgen.1007214,1,-13.952744917611003,2018
10.1371/journal.pgen.1007298,1,-10.255517791760544,2018
10.1371/journal.pgen.1007379,1,-12.187214149448192,2018
10.1371/journal.pgen.1007412,1,-7.723606594649034,2018
10.1371/journal.pgen.1007520,1,-7.9038671653414,2018
10.1371/journal.pmed.0020059,1,3.0,2005
10.1371/journal.pmed.1001387,1,-8.506400629798783,2013
10.1371/journal.pmed.1001467,0,-9.179424733615468,2013
10.1371/journal.pntd.0001275,1,-7.906673039102892,2011
10.1371/journal.pntd.0002648,1,-8.24698047262309,2014
10.1371/journal.pntd.0003096,1,-8.780734449402235,2014
10.1371/journal.pntd.0004710,1,-7.370354078035227,2016
10.1371/journal.pntd.0006330,0,-9.2657639534307,2018
10.1371/journal.pone.0000711,0,2.8812219001603103,2007
10.1371/journal.pone.0000866,1,13.17416333117242,2007
10.1371/journal.pone.0001192,1,24.22137117607185,2007
10.1371/journal.pone.0001371,1,47.12306533278618,2007
10.1371/journal.pone.0001456,1,-7.910338698843825,2008
10.1371/journal.pone.0001473,1,-6.771161516208715,2008
10.1371/journal.pone.0001927,1,8.235168383617063,2008
10.1371/journal.pone.0002340,0,-7.323431297933202,2008
10.1371/journal.pone.0002365,1,-7.095563901402884,2008
10.1371/journal.pone.0002440,1,2.7094964736236267,2008
10.1371/journal.pone.0003922,1,7.043402540808092,2008
10.1371/journal.pone.0003942,1,-7.740398558175074,2008
10.1371/journal.pone.0006378,1,11.73735476642948,2009
10.1371/journal.pone.0008628,1,13.424963364377993,2010
10.1371/journal.pone.0008692,1,16.69937092445826,2010
10.1371/journal.pone.0009235,1,5.536477686679825,2010
10.1371/journal.pone.0010019,1,5.075669201110514,2010
10.1371/journal.pone.0010844,1,-9.503696955012526,2010
10.1371/journal.pone.0012073,1,52.06688061386658,2010
10.1371/journal.pone.0012110,0,59.853665013800445,2010
10.1371/journal.pone.0012331,1,-8.669195437541308,2010
10.1371/journal.pone.0012671,1,5.8463966876736455,2010
10.1371/journal.pone.0014087,1,44.48457904957242,2010
10.1371/journal.pone.0015269,1,70.22730534262227,2010
10.1371/journal.pone.0015861,1,-9.62278243817743,2011
10.1371/journal.pone.0016295,1,1.9934037799865911,2011
10.1371/journal.pone.0016975,1,-6.747880956116135,2011
10.1371/journal.pone.0017046,1,11.75847930310414,2011
10.1371/journal.pone.0017637,1,-7.575485452741482,2011
10.1371/journal.pone.0027009,1,-11.36620183353454,2011
10.1371/journal.pone.0027264,1,-21.624543021321085,2011
10.1371/journal.pone.0028316,1,-12.276576518240208,2012
10.1371/journal.pone.0028827,1,-7.979995809509865,2011
10.1371/journal.pone.0029348,0,-10.561043415382064,2012
10.1371/journal.pone.0029855,1,-7.281732276996834,2012
10.1371/journal.pone.0030523,1,-7.715631759702341,2012
10.1371/journal.pone.0030559,1,-18.67787242994126,2012
10.1371/journal.pone.0030608,1,-7.873103323919373,2012
10.1371/journal.pone.0030876,1,-10.072739527942996,2012
10.1371/journal.pone.0031302,1,-7.664674264703973,2012
10.1371/journal.pone.0031457,1,-10.110693222565969,2012
10.1371/journal.pone.0032172,1,-7.664674264703973,2012
10.1371/journal.pone.0032776,1,-7.8175178858746035,2012
10.1371/journal.pone.0033093,1,-8.840792111995746,2012
10.1371/journal.pone.0033395,1,-7.7637226946493,2012
10.1371/journal.pone.0034459,1,-7.657219137918699,2012
10.1371/journal.pone.0034671,1,-8.223500274625104,2012
10.1371/journal.pone.0034833,1,-8.086301630797413,2012
10.1371/journal.pone.0034959,0,-10.444660884874718,2012
10.1371/journal.pone.0034996,1,-10.524773317740024,2012
10.1371/journal.pone.0035055,1,-13.588080574510878,2012
10.1371/journal.pone.0035148,1,-7.241400719394266,2012
10.1371/journal.pone.0035155,0,-30.24343855894926,2012
10.1371/journal.pone.0035356,1,-7.949422389700224,2012
10.1371/journal.pone.0036009,1,-7.985431941208393,2012
10.1371/journal.pone.0036881,0,-6.97693731829885,2012
10.1371/journal.pone.0037752,1,-7.410220129958248,2012
10.1371/journal.pone.0037818,1,-8.732211098882102,2012
10.1371/journal.pone.0037952,1,-8.865534033041738,2012
10.1371/journal.pone.0038024,1,-6.968028050403182,2012
10.1371/journal.pone.0038403,1,-8.10750931649623,2012
10.1371/journal.pone.0039914,0,-8.349973509144416,2012
10.1371/journal.pone.0040302,1,-12.18019498879926,2012
10.1371/journal.pone.0040346,1,-7.187730086187939,2012
10.1371/journal.pone.0040467,1,-13.167412163466198,2012
10.1371/journal.pone.0041093,1,-7.949422389700224,2012
10.1371/journal.pone.0041367,0,-8.023887780846465,2012
10.1371/journal.pone.0043163,1,3.2718595378265847,2012
10.1371/journal.pone.0044255,1,-6.921369018731983,2012
10.1371/journal.pone.0044782,1,-7.719802397849266,2012
10.1371/journal.pone.0044959,1,-7.4440320099691295,2012
10.1371/journal.pone.0045069,1,-7.274598742765101,2012
10.1371/journal.pone.0045129,1,-8.046160525278653,2012
10.1371/journal.pone.0045142,1,-7.581277450366336,2012
10.1371/journal.pone.0045213,1,-8.590832010532939,2012
10.1371/journal.pone.0045802,1,-10.227326367888969,2012
10.1371/journal.pone.0045839,0,19.820479649641715,2012
10.1371/journal.pone.0046241,1,-10.444660884874718,2012
10.1371/journal.pone.0046590,1,-7.409510534652776,2012
10.1371/journal.pone.0046628,1,-7.061063466300334,2012
10.1371/journal.pone.0046774,1,42.705931431620655,2012
10.1371/journal.pone.0046868,1,-8.917468002944544,2012
10.1371/journal.pone.0047740,1,86.60677460894978,2012
10.1371/journal.pone.0047959,1,-13.6777871337739,2012
10.1371/journal.pone.0048744,1,50.212261609223525,2012
10.1371/journal.pone.0049221,1,-11.048605833368176,2012
10.1371/journal.pone.0052357,1,33.43262334366601,2012
10.1371/journal.pone.0053187,1,8.896944828249072,2013
10.1371/journal.pone.0054475,1,-6.852503987312731,2013
10.1371/journal.pone.0055387,0,77.2822841473509,2013
10.1371/journal.pone.0056293,1,-17.941022109864196,2013
10.1371/journal.pone.0056505,1,-9.352040787284006,2013
10.1371/journal.pone.0056895,1,-7.012153004905726,2013
10.1371/journal.pone.0057001,1,-8.458665609844818,2013
10.1371/journal.pone.0057163,1,-9.11330738191053,2013
10.1371/journal.pone.0057350,1,18.444204406458496,2013
10.1371/journal.pone.0057445,1,42.00119648850232,2013
10.1371/journal.pone.0058072,1,-6.974687298368319,2013
10.1371/journal.pone.0058832,1,-10.126955253981532,2013
10.1371/journal.pone.0058931,1,51.08179890415565,2013
10.1371/journal.pone.0059872,1,68.27096102194211,2013
10.1371/journal.pone.0060095,1,2.507747810868768,2013
10.1371/journal.pone.0060147,1,-8.580392540284207,2013
10.1371/journal.pone.0061672,1,5.840804212185273,2013
10.1371/journal.pone.0061923,1,-6.754748716925196,2013
10.1371/journal.pone.0061955,1,61.70641646526823,2013
10.1371/journal.pone.0062026,1,-6.968197173159315,2013
10.1371/journal.pone.0062157,1,-7.822434640023083,2013
10.1371/journal.pone.0062311,1,62.330161859510426,2013
10.1371/journal.pone.0063073,1,-7.731660536128713,2013
10.1371/journal.pone.0063191,1,-7.787179096610143,2013
10.1371/journal.pone.0063227,1,182.0545348762464,2013
10.1371/journal.pone.0063438,1,-7.832710057132413,2013
10.1371/journal.pone.0063808,1,-7.539412126626842,2013
10.1371/journal.pone.0064311,1,-7.947740990805052,2013
10.1371/journal.pone.0064581,0,-7.53591816159063,2013
10.1371/journal.pone.0064582,0,-7.58422816479838,2013
10.1371/journal.pone.0064832,1,138.4141627515706,2013
10.1371/journal.pone.0064943,1,-8.905743255917445,2013
10.1371/journal.pone.0065169,1,-6.825402346519286,2013
10.1371/journal.pone.0065235,1,-8.661114196958525,2013
10.1371/journal.pone.0065363,1,-6.769557529798257,2013
10.1371/journal.pone.0065427,1,-8.564299853598609,2013
10.1371/journal.pone.0065470,1,-7.857517184486215,2013
10.1371/journal.pone.0066060,1,-7.452591805017391,2013
10.1371/journal.pone.0066148,1,-13.887668059971316,2013
10.1371/journal.pone.0066317,1,55.6093426596693,2013
10.1371/journal.pone.0067660,1,82.36054545694633,2013
10.1371/journal.pone.0067661,1,-6.836909745097117,2013
10.1371/journal.pone.0067828,1,-9.868435063293688,2013
10.1371/journal.pone.0069314,1,-7.94948065813092,2013
10.1371/journal.pone.0070392,1,-8.578759764700775,2013
10.1371/journal.pone.0071634,1,-8.712920663143535,2013
10.1371/journal.pone.0071721,1,-6.839506496797269,2013
10.1371/journal.pone.0071795,1,-10.436237488864435,2013
10.1371/journal.pone.0073276,1,-8.315905358785688,2013
10.1371/journal.pone.0073944,1,-9.816502860401943,2013
10.1371/journal.pone.0074590,1,-7.484180935343509,2013
10.1371/journal.pone.0074627,1,-9.295950509553371,2013
10.1371/journal.pone.0075150,1,-7.093024060099094,2013
10.1371/journal.pone.0075151,1,-11.783563747116922,2013
10.1371/journal.pone.0075246,1,-8.506400629798783,2013
10.1371/journal.pone.0075309,1,-8.736274962808729,2013
10.1371/journal.pone.0078191,1,-10.09850896091906,2013
10.1371/journal.pone.0080459,1,-7.586593900671698,2013
10.1371/journal.pone.0081445,1,-8.320178162477712,2013
10.1371/journal.pone.0083391,1,-7.185133015032085,2014
10.1371/journal.pone.0083506,1,-8.482785989286885,2013
10.1371/journal.pone.0083594,1,10.972097546884635,2014
10.1371/journal.pone.0083807,1,-8.231688369495055,2013
10.1371/journal.pone.0084534,1,-7.775957007276881,2014
10.1371/journal.pone.0084904,1,-11.552825069086609,2014
10.1371/journal.pone.0085355,1,-7.222834345128617,2014
10.1371/journal.pone.0085383,1,-8.699748979884145,2013
10.1371/journal.pone.0086842,1,-12.097332273015914,2014
10.1371/journal.pone.0087133,1,-9.001991804678244,2014
10.1371/journal.pone.0087355,1,-26.556486452304853,2014
10.1371/journal.pone.0087361,0,-7.029350658170385,2014
10.1371/journal.pone.0088564,1,-7.739641303636836,2014
10.1371/journal.pone.0088735,1,-9.66094633887348,2014
10.1371/journal.pone.0088781,1,60.91895176883504,2014
10.1371/journal.pone.0089366,1,-12.24664680867054,2014
10.1371/journal.pone.0089881,1,-7.239151351773417,2014
10.1371/journal.pone.0090032,1,-24.27536594189212,2014
10.1371/journal.pone.0092581,1,-6.854380209152421,2014
10.1371/journal.pone.0092904,1,-7.648942438862248,2014
10.1371/journal.pone.0092913,1,39.43401189343685,2014
10.1371/journal.pone.0093043,1,-7.539079483436055,2014
10.1371/journal.pone.0093620,1,-7.282624515582992,2014
10.1371/journal.pone.0093955,1,-7.7094721232336125,2014
10.1371/journal.pone.0094020,1,-6.796939137454226,2014
10.1371/journal.pone.0094413,1,-10.611066791523369,2014
10.1371/journal.pone.0097078,0,-17.019968641910953,2014
10.1371/journal.pone.0097257,1,-9.72283048370326,2014
10.1371/journal.pone.0098039,1,-7.465778160434839,2014
10.1371/journal.pone.0098356,1,-15.490992316530244,2014
10.1371/journal.pone.0099083,1,-6.862361479711082,2014
10.1371/journal.pone.0099601,1,-21.01305878206051,2014
10.1371/journal.pone.0101302,1,-10.384330710275538,2014
10.1371/journal.pone.0101932,1,-7.154615896227719,2014
10.1371/journal.pone.0102079,1,-6.851564986923507,2014
10.1371/journal.pone.0103370,0,116.93738532643748,2014
10.1371/journal.pone.0105508,0,-9.88583347047186,2014
10.1371/journal.pone.0105513,1,-7.143428126671308,2014
10.1371/journal.pone.0105578,1,-6.936799017555827,2014
10.1371/journal.pone.0105904,1,-7.865185530641211,2014
10.1371/journal.pone.0105998,0,-7.718060235831831,2014
10.1371/journal.pone.0107841,1,-18.667535597536364,2014
10.1371/journal.pone.0108217,1,-7.844512264900722,2014
10.1371/journal.pone.0108770,0,-12.274831038095812,2014
10.1371/journal.pone.0109906,1,-7.9403165096930675,2014
10.1371/journal.pone.0110284,1,9.433353990560514,2014
10.1371/journal.pone.0110306,1,23.169761128581246,2014
10.1371/journal.pone.0110434,1,-7.946853670998449,2014
10.1371/journal.pone.0110442,1,-6.730589705506706,2014
10.1371/journal.pone.0110529,1,-8.09139459475282,2014
10.1371/journal.pone.0112774,1,12.695106559928632,2014
10.1371/journal.pone.0113293,1,-10.127703247868668,2014
10.1371/journal.pone.0113810,1,21.462283133220424,2014
10.1371/journal.pone.0113916,1,-30.57366494811092,2014
10.1371/journal.pone.0113918,1,-7.929787039190216,2014
10.1371/journal.pone.0114467,1,-8.516340009425647,2014
10.1371/journal.pone.0115987,1,-7.476941804541488,2014
10.1371/journal.pone.0116892,1,84.54213477298487,2015
10.1371/journal.pone.0118750,1,15.077174494694068,2015
10.1371/journal.pone.0119568,1,21.9486241756532,2015
10.1371/journal.pone.0120370,1,121.51745009242056,2015
10.1371/journal.pone.0124387,1,66.21969686263783,2015
10.1371/journal.pone.0125671,1,22.834643395589943,2015
10.1371/journal.pone.0127153,1,22.89851236241701,2015
10.1371/journal.pone.0130078,1,10.964960308771229,2015
10.1371/journal.pone.0141660,1,2.085713874338486,2015
10.1371/journal.pone.0144058,1,59.59604182518212,2015
10.1371/journal.pone.0145878,1,-6.748498628831674,2016
10.1371/journal.pone.0148538,1,5.173447215495195,2016
10.1371/journal.pone.0149092,1,-9.528511342348798,2016
10.1371/journal.pone.0154387,1,-7.016948110990445,2016
10.1371/journal.pone.0157106,1,-7.639411875295131,2016
10.1371/journal.pone.0159210,1,2.5096053766096182,2016
10.1371/journal.pone.0159746,1,-7.359308792234622,2016
10.1371/journal.pone.0160851,1,-7.374239002018903,2016
10.1371/journal.pone.0161631,1,106.69241445541492,2016
10.1371/journal.pone.0161969,1,-10.036643769964536,2016
10.1371/journal.pone.0162097,0,3.0,2016
10.1371/journal.pone.0166322,1,-7.080035547203686,2016
10.1371/journal.pone.0171355,1,33.42109223616134,2017
10.1371/journal.pone.0173523,1,40.08646353903862,2017
10.1371/journal.pone.0189739,1,34.68414310489886,2017
10.1371/journal.pone.0190835,1,119.8165074309917,2018
10.1371/journal.pone.0190997,1,-9.534271200785284,2018
10.1371/journal.pone.0194396,0,-6.717781473431786,2018
10.1371/journal.pone.0196301,0,24.55678027021325,2018
10.1371/journal.pone.0196431,1,-7.175406913501801,2018
10.1371/journal.pone.0199639,1,9.444022704606947,2018
10.1371/journal.pone.0200852,1,7.492222775326912,2018
10.1371/journal.pone.0202121,0,-6.794555011811421,2018
10.1371/journal.pone.0207708,0,104.0064309469463,2018
10.1371/journal.pone.0209648,1,-7.789384933877311,2018
10.1371/journal.pone.0212053,1,-6.772569380902677,2019
10.1371/journal.pone.0216034,1,-7.50699154737201,2019
10.1371/journal.pone.0223415,1,-12.12986004710708,2019
10.1371/journal.pone.0276708,0,33.07290611042729,2023
10.1371/journal.pone.0286884,1,2.932746832782961,2023
10.1371/journal.ppat.0020028,1,4.776972271953548,2006
10.1371/journal.ppat.1000183,1,10.591445840677496,2008
10.1371/journal.ppat.1000663,1,11.71426325680296,2009
10.1371/journal.ppat.1000757,1,-7.290742853341058,2010
10.1371/journal.ppat.1000935,1,-7.681219896279721,2010
10.1371/journal.ppat.1000953,1,8.010824523654275,2010
10.1371/journal.ppat.1001099,1,-7.578177752156149,2010
10.1371/journal.ppat.1001284,1,-11.142514984669631,2011
10.1371/journal.ppat.1001344,1,-9.50409512656653,2011
10.1371/journal.ppat.1002092,1,-6.811803808385885,2011
10.1371/journal.ppat.1002302,1,-8.550124354739335,2011
10.1371/journal.ppat.1002379,1,-11.209235146108687,2011
10.1371/journal.ppat.1002432,1,-6.852729856372962,2011
10.1371/journal.ppat.1002454,1,-9.141856590821428,2011
10.1371/journal.ppat.1002520,1,-8.91691761829354,2012
10.1371/journal.ppat.1002544,1,-7.21824069711149,2012
10.1371/journal.ppat.1002827,1,-7.991055749942477,2012
10.1371/journal.ppat.1002890,1,-7.61199779210894,2012
10.1371/journal.ppat.1002961,1,154.68555588394196,2012
10.1371/journal.ppat.1002990,1,-9.794489796614972,2012
10.1371/journal.ppat.1003124,1,-13.383709035789767,2013
10.1371/journal.ppat.1003177,1,-7.289336694976062,2013
10.1371/journal.ppat.1003315,1,-12.637763314224816,2013
10.1371/journal.ppat.1003330,1,-7.353413439464816,2013
10.1371/journal.ppat.1003392,1,-8.247373291671224,2013
10.1371/journal.ppat.1003413,1,72.0383898722536,2013
10.1371/journal.ppat.1003471,1,-8.696376255578953,2013
10.1371/journal.ppat.1003473,1,-8.939782050072003,2013
10.1371/journal.ppat.1003481,1,-9.006985995894887,2013
10.1371/journal.ppat.1003649,1,-9.624390948056933,2013
10.1371/journal.ppat.1003771,1,-7.391453890079593,2013
10.1371/journal.ppat.1007431,1,-13.952744917611003,2018
10.1371/journal.ppat.1007461,1,-8.21816604832383,2018
10.1371/journal.ppat.1009132,1,-7.478165470993668,2020
10.1371/journal.ppat.1009509,1,-11.008999392898987,2021
