Doi,Novelty_Type,Novelty,Year
10.1371/journal.pgen.1009414,1,15.292031656908405,2021
10.1371/journal.pmed.0030002,1,58.02733145611148,2006
10.1371/journal.pmed.0030327,1,33.854682502972274,2006
10.1371/journal.pmed.0030338,1,29.580119273586373,2006
10.1371/journal.pmed.0030401,1,16.6326040240562,2006
10.1371/journal.pmed.0030491,1,54.20158451592401,2006
10.1371/journal.pmed.0040007,0,34.4284013156752,2007
10.1371/journal.pmed.0040009,1,27.572454548575973,2007
10.1371/journal.pmed.0040018,1,22.793526438796,2007
10.1371/journal.pmed.0040060,1,42.71487921806734,2007
10.1371/journal.pmed.0040067,0,103.9521933850236,2007
10.1371/journal.pmed.0040070,0,15.97226935927827,2007
10.1371/journal.pmed.0040076,1,113.2140386938957,2007
10.1371/journal.pmed.0040177,1,24.72452136741061,2007
10.1371/journal.pmed.0040206,1,77.10990398524467,2007
10.1371/journal.pmed.0040239,1,16.14292813626441,2007
10.1371/journal.pmed.0040253,1,92.25389478996895,2007
10.1371/journal.pmed.0040283,1,66.12940441428783,2007
10.1371/journal.pmed.0050046,1,22.19675245130769,2008
10.1371/journal.pmed.0050054,1,48.44513587134121,2008
10.1371/journal.pmed.0050066,1,25.34718673540813,2008
10.1371/journal.pmed.0050093,0,53.81727284281752,2008
10.1371/journal.pmed.0050120,1,21.801059180084344,2008
10.1371/journal.pmed.0050131,1,14.917412949120749,2008
10.1371/journal.pmed.0050152,1,71.09568711048016,2008
10.1371/journal.pmed.0050161,1,39.119553369311845,2008
10.1371/journal.pmed.0050185,1,42.91410461517704,2008
10.1371/journal.pmed.0050197,1,51.964571360767934,2008
10.1371/journal.pmed.0050203,0,22.59043548336184,2008
10.1371/journal.pmed.0050219,1,16.370464955763847,2008
10.1371/journal.pmed.1000040,1,86.5955595816622,2009
10.1371/journal.pmed.1000044,0,26.30566778041576,2009
10.1371/journal.pmed.1000081,0,26.795378362644584,2009
10.1371/journal.pmed.1000120,1,16.166804621711336,2009
10.1371/journal.pmed.1000216,1,38.77535528680729,2010
10.1371/journal.pmed.1000229,1,28.80445064712009,2010
10.1371/journal.pmed.1000241,1,83.02101642211876,2010
10.1371/journal.pmed.1001244,0,61.345672805491205,2012
10.1371/journal.pmed.1001275,1,91.7558218976551,2012
10.1371/journal.pmed.1001306,0,20.89837484833846,2012
10.1371/journal.pmed.1001331,0,72.04125666618913,2012
10.1371/journal.pmed.1001505,1,16.240688439488704,2013
10.1371/journal.pntd.0000607,1,43.32271191476227,2010
10.1371/journal.pntd.0000626,1,32.44838310360396,2010
10.1371/journal.pntd.0000665,1,23.0655169173748,2010
10.1371/journal.pntd.0000711,0,45.371086051390655,2010
10.1371/journal.pntd.0000758,1,42.1478657265918,2010
10.1371/journal.pntd.0000765,1,45.66052919325978,2010
10.1371/journal.pntd.0000791,1,52.64237678011429,2010
10.1371/journal.pntd.0000850,1,170.25570544847247,2010
10.1371/journal.pntd.0000885,1,77.23760001314743,2010
10.1371/journal.pntd.0001151,1,36.4979856126172,2011
10.1371/journal.pntd.0001212,1,23.903564080508445,2011
10.1371/journal.pntd.0001253,1,62.88889155038496,2011
10.1371/journal.pntd.0001573,1,40.96986098151827,2012
10.1371/journal.pntd.0001912,1,16.49461892538038,2012
10.1371/journal.pntd.0002897,1,41.52539942391744,2014
10.1371/journal.pntd.0002971,1,33.61495389721709,2014
10.1371/journal.pntd.0004069,1,24.13729805213601,2015
10.1371/journal.pntd.0004210,0,21.12936304106412,2016
10.1371/journal.pntd.0004211,0,34.39205269078407,2015
10.1371/journal.pntd.0004607,1,17.084878156833884,2016
10.1371/journal.pntd.0004980,1,19.28970483877889,2016
10.1371/journal.pntd.0005832,1,25.504560949732355,2017
10.1371/journal.pntd.0005957,1,70.96814450244123,2017
10.1371/journal.pntd.0006125,0,37.999875214906446,2018
10.1371/journal.pntd.0006281,1,19.76819417559038,2018
10.1371/journal.pntd.0006343,1,23.52692366061004,2018
10.1371/journal.pntd.0006854,1,53.80354690655235,2018
10.1371/journal.pntd.0007355,1,17.973011130752198,2019
10.1371/journal.pntd.0007699,1,35.34569857655135,2019
10.1371/journal.pntd.0007739,1,26.96076156668449,2019
10.1371/journal.pone.0000334,1,45.12607199737021,2007
10.1371/journal.pone.0001376,1,33.22347584517338,2008
10.1371/journal.pone.0002130,1,23.83458474289697,2008
10.1371/journal.pone.0002324,1,20.833917899510165,2008
10.1371/journal.pone.0002440,1,15.50923113685245,2008
10.1371/journal.pone.0003224,1,21.356756560519944,2008
10.1371/journal.pone.0003331,0,22.97867642550517,2008
10.1371/journal.pone.0003544,0,23.88851941784874,2008
10.1371/journal.pone.0003661,1,26.69922487089844,2008
10.1371/journal.pone.0003922,1,28.15074299284321,2008
10.1371/journal.pone.0004453,1,19.82064300239323,2009
10.1371/journal.pone.0004982,1,14.936338151131446,2009
10.1371/journal.pone.0006803,1,52.49881922131995,2009
10.1371/journal.pone.0007298,0,18.95015023739368,2009
10.1371/journal.pone.0007380,1,24.17019327666006,2009
10.1371/journal.pone.0007695,1,15.575110261054704,2009
10.1371/journal.pone.0008660,1,50.963139622179874,2010
10.1371/journal.pone.0009196,1,20.37803669502785,2010
10.1371/journal.pone.0009855,1,17.509284446763665,2010
10.1371/journal.pone.0010356,1,38.5868429874061,2010
10.1371/journal.pone.0010633,1,53.269181478399226,2010
10.1371/journal.pone.0010968,1,24.87042487073111,2010
10.1371/journal.pone.0012728,1,38.34970925501046,2010
10.1371/journal.pone.0013288,1,15.541738688904482,2010
10.1371/journal.pone.0015755,1,36.46986363753287,2010
10.1371/journal.pone.0017837,1,223.1173079909531,2011
10.1371/journal.pone.0027165,1,22.11417444802025,2011
10.1371/journal.pone.0027308,1,29.697635226104826,2011
10.1371/journal.pone.0027357,1,35.850518286137856,2011
10.1371/journal.pone.0027364,1,21.58839215035382,2011
10.1371/journal.pone.0027537,1,28.98255618577908,2011
10.1371/journal.pone.0027601,1,15.489133072112086,2011
10.1371/journal.pone.0027629,1,14.833926021139144,2011
10.1371/journal.pone.0027727,1,24.386811443853283,2011
10.1371/journal.pone.0027865,1,63.85898991184124,2011
10.1371/journal.pone.0027917,1,15.97856579248594,2011
10.1371/journal.pone.0027954,1,29.15715010055732,2011
10.1371/journal.pone.0028188,1,23.05598721788205,2011
10.1371/journal.pone.0028254,1,28.93648121349296,2011
10.1371/journal.pone.0028283,1,18.28895782152067,2011
10.1371/journal.pone.0028370,1,56.80376909469694,2012
10.1371/journal.pone.0028469,1,47.51753475776837,2011
10.1371/journal.pone.0028766,1,21.65654944271244,2011
10.1371/journal.pone.0028851,1,74.825071096058,2011
10.1371/journal.pone.0028900,1,16.423742844455557,2011
10.1371/journal.pone.0028991,1,35.18656299131343,2011
10.1371/journal.pone.0029211,1,38.7233119076395,2012
10.1371/journal.pone.0029492,1,15.0578181926281,2011
10.1371/journal.pone.0029556,1,20.730795272092443,2011
10.1371/journal.pone.0029847,1,36.78035258687092,2012
10.1371/journal.pone.0029855,1,59.20615656835117,2012
10.1371/journal.pone.0029914,1,42.95761498414857,2012
10.1371/journal.pone.0029933,1,52.02021150203098,2012
10.1371/journal.pone.0029959,1,44.86276785765303,2012
10.1371/journal.pone.0030017,1,17.838215573729716,2012
10.1371/journal.pone.0030048,1,19.3880741381849,2012
10.1371/journal.pone.0030111,1,29.811634770947386,2012
10.1371/journal.pone.0030161,1,32.074367901528966,2012
10.1371/journal.pone.0030260,1,23.063352217648365,2012
10.1371/journal.pone.0030523,1,19.923780049953614,2012
10.1371/journal.pone.0030537,1,22.858025150690715,2012
10.1371/journal.pone.0030608,1,16.720473201497924,2012
10.1371/journal.pone.0030633,1,39.568618388374006,2012
10.1371/journal.pone.0030916,1,48.47920793192233,2012
10.1371/journal.pone.0030969,1,45.83018510919206,2012
10.1371/journal.pone.0031017,1,31.58408925124084,2012
10.1371/journal.pone.0031031,1,101.4966498376616,2012
10.1371/journal.pone.0031131,1,19.36668538955036,2012
10.1371/journal.pone.0031223,1,153.82106079663757,2012
10.1371/journal.pone.0031239,0,24.878963119644503,2012
10.1371/journal.pone.0031264,1,29.258488276699843,2012
10.1371/journal.pone.0031356,1,18.90078721854198,2012
10.1371/journal.pone.0031457,1,17.048825151349735,2012
10.1371/journal.pone.0031462,1,58.642811234070514,2012
10.1371/journal.pone.0031646,1,32.90222302118557,2012
10.1371/journal.pone.0031654,1,40.58884384473655,2012
10.1371/journal.pone.0031682,1,49.38515809744904,2012
10.1371/journal.pone.0031693,1,21.359019651818187,2012
10.1371/journal.pone.0031750,1,48.30079013544543,2012
10.1371/journal.pone.0031758,1,31.659269926342567,2012
10.1371/journal.pone.0031810,1,37.85889150221434,2012
10.1371/journal.pone.0031901,1,71.22885080423976,2012
10.1371/journal.pone.0031912,1,14.91847183931005,2012
10.1371/journal.pone.0031999,1,48.20694594048101,2012
10.1371/journal.pone.0032037,1,39.05321515306829,2012
10.1371/journal.pone.0032220,1,27.55200731891045,2012
10.1371/journal.pone.0032429,1,29.402714918025183,2012
10.1371/journal.pone.0032498,1,16.16497148015502,2012
10.1371/journal.pone.0032742,0,144.78375215307074,2012
10.1371/journal.pone.0032776,1,22.897776117467544,2012
10.1371/journal.pone.0032988,1,83.90554637200012,2012
10.1371/journal.pone.0033093,1,37.17711306229033,2012
10.1371/journal.pone.0033178,1,39.26249846304302,2012
10.1371/journal.pone.0033203,1,58.93862120276591,2012
10.1371/journal.pone.0033288,1,18.7253258899656,2012
10.1371/journal.pone.0033496,1,26.88545577259147,2012
10.1371/journal.pone.0033508,1,22.82413259623249,2012
10.1371/journal.pone.0033727,1,80.2147935251868,2012
10.1371/journal.pone.0033730,0,137.82455487813758,2012
10.1371/journal.pone.0033770,1,47.27519575738971,2012
10.1371/journal.pone.0033801,1,46.7540948042721,2012
10.1371/journal.pone.0033941,1,19.65937308204869,2012
10.1371/journal.pone.0034153,1,26.93996982894104,2012
10.1371/journal.pone.0034226,1,21.74500127932719,2012
10.1371/journal.pone.0034340,0,30.69766706091959,2012
10.1371/journal.pone.0034459,1,56.48121949539509,2012
10.1371/journal.pone.0034652,1,40.71849633279267,2012
10.1371/journal.pone.0034870,1,54.2931989369785,2012
10.1371/journal.pone.0034996,1,22.663529521946536,2012
10.1371/journal.pone.0035055,1,22.81420091112552,2012
10.1371/journal.pone.0035105,1,45.03042446527696,2012
10.1371/journal.pone.0035148,1,26.26554287330004,2012
10.1371/journal.pone.0035354,1,56.61424405984738,2012
10.1371/journal.pone.0035356,1,19.104788690775745,2012
10.1371/journal.pone.0035450,0,54.85917107817907,2012
10.1371/journal.pone.0035678,1,19.058725192588987,2012
10.1371/journal.pone.0035753,1,19.874471096472146,2012
10.1371/journal.pone.0036009,1,19.970569185220924,2012
10.1371/journal.pone.0036248,1,29.013935669624058,2012
10.1371/journal.pone.0036741,1,18.342561913795148,2012
10.1371/journal.pone.0036881,0,15.580481239332135,2012
10.1371/journal.pone.0036935,1,36.11054523135539,2012
10.1371/journal.pone.0037020,1,25.651700378365884,2012
10.1371/journal.pone.0037264,1,99.69649936293112,2012
10.1371/journal.pone.0037324,1,126.65965605282906,2012
10.1371/journal.pone.0037465,1,33.25614854603277,2012
10.1371/journal.pone.0037515,1,94.92633036692231,2012
10.1371/journal.pone.0037708,1,21.65186049942241,2012
10.1371/journal.pone.0037818,1,62.017499089667886,2012
10.1371/journal.pone.0037843,1,33.87999238718524,2012
10.1371/journal.pone.0037914,1,91.02618658809426,2012
10.1371/journal.pone.0037940,1,77.9286448338575,2012
10.1371/journal.pone.0037979,1,15.62777634994529,2012
10.1371/journal.pone.0038024,1,24.621394140619497,2012
10.1371/journal.pone.0038211,1,17.957292225665753,2012
10.1371/journal.pone.0038386,1,104.43464457189548,2012
10.1371/journal.pone.0038413,1,118.70053528335484,2012
10.1371/journal.pone.0038488,1,34.008264308206,2012
10.1371/journal.pone.0038656,1,16.959731782126646,2012
10.1371/journal.pone.0038757,1,115.9207368584412,2012
10.1371/journal.pone.0038970,1,37.0139434504689,2012
10.1371/journal.pone.0039143,0,49.60009794917116,2012
10.1371/journal.pone.0039355,1,24.174653105361028,2012
10.1371/journal.pone.0039429,1,55.86633651770261,2012
10.1371/journal.pone.0039500,1,157.3513107205291,2012
10.1371/journal.pone.0039560,1,20.05248271726856,2012
10.1371/journal.pone.0039743,1,68.27625109723982,2012
10.1371/journal.pone.0039868,0,25.49858841016183,2012
10.1371/journal.pone.0039914,0,18.31414568690927,2012
10.1371/journal.pone.0039955,1,42.19960966261684,2012
10.1371/journal.pone.0039969,1,166.06357763884648,2012
10.1371/journal.pone.0040015,1,33.42235705757716,2012
10.1371/journal.pone.0040086,1,21.503516175437227,2012
10.1371/journal.pone.0040105,1,18.92155807598812,2012
10.1371/journal.pone.0040170,1,41.49920168737007,2012
10.1371/journal.pone.0040691,1,21.194325455519845,2012
10.1371/journal.pone.0040921,1,17.5945519077547,2012
10.1371/journal.pone.0041394,1,15.556880812206366,2012
10.1371/journal.pone.0041614,1,24.972569098675343,2012
10.1371/journal.pone.0041718,1,48.38626254560127,2012
10.1371/journal.pone.0041757,1,28.36672846300194,2012
10.1371/journal.pone.0041817,1,28.0925038440362,2012
10.1371/journal.pone.0041870,0,18.58362930013952,2012
10.1371/journal.pone.0041936,1,15.943280197128116,2012
10.1371/journal.pone.0042096,1,25.42248912641145,2012
10.1371/journal.pone.0042179,1,38.77482951021628,2012
10.1371/journal.pone.0042508,1,31.12623677443399,2012
10.1371/journal.pone.0042629,0,19.5171650810275,2012
10.1371/journal.pone.0045325,1,24.52247854493331,2012
10.1371/journal.pone.0045592,1,20.04888017395973,2012
10.1371/journal.pone.0045974,1,17.496618211137186,2012
10.1371/journal.pone.0046548,1,23.175275087835715,2012
10.1371/journal.pone.0046691,0,19.914910705198672,2012
10.1371/journal.pone.0047218,1,16.854872984206928,2012
10.1371/journal.pone.0047458,0,24.83422140906809,2012
10.1371/journal.pone.0048332,1,22.630577271228816,2012
10.1371/journal.pone.0048418,1,28.617165080854218,2012
10.1371/journal.pone.0050314,1,26.38405289702853,2012
10.1371/journal.pone.0051201,1,15.342193542917594,2012
10.1371/journal.pone.0052252,1,15.89950959514358,2012
10.1371/journal.pone.0052357,1,21.37458496210956,2012
10.1371/journal.pone.0052787,1,28.935952722274767,2012
10.1371/journal.pone.0057587,1,21.40715338344855,2013
10.1371/journal.pone.0063021,1,21.05996501256829,2013
10.1371/journal.pone.0066981,0,14.995060998524531,2013
10.1371/journal.pone.0071918,0,17.530774027866933,2013
10.1371/journal.pone.0072148,1,26.90600440182117,2013
10.1371/journal.pone.0074220,1,17.08357816785183,2013
10.1371/journal.pone.0076632,1,21.53454956096969,2013
10.1371/journal.pone.0079849,1,15.84181025028112,2013
10.1371/journal.pone.0080051,0,18.327224427621395,2013
10.1371/journal.pone.0082246,1,19.841705580600863,2013
10.1371/journal.pone.0089824,1,20.604140345898625,2014
10.1371/journal.pone.0094084,0,50.00045286704809,2014
10.1371/journal.pone.0105998,0,51.0128029142456,2014
10.1371/journal.pone.0111383,1,14.928192624429132,2014
10.1371/journal.pone.0122078,1,19.57386831909472,2015
10.1371/journal.pone.0125570,1,25.870173610796744,2015
10.1371/journal.pone.0147215,1,15.18811023660411,2016
10.1371/journal.pone.0150360,1,17.559792295354704,2016
10.1371/journal.pone.0164306,0,20.51971676668217,2016
10.1371/journal.pone.0165461,1,16.407288218082723,2016
10.1371/journal.pone.0171352,1,24.36486815160701,2017
10.1371/journal.pone.0178870,1,15.854928795803344,2017
10.1371/journal.pone.0182592,1,15.125711475917075,2017
10.1371/journal.pone.0186364,1,19.55455690894956,2017
10.1371/journal.pone.0187307,1,16.72784443631302,2017
10.1371/journal.pone.0196529,1,29.08258250094349,2018
10.1371/journal.pone.0196645,1,20.265304104924272,2018
10.1371/journal.pone.0199131,1,16.13401320815248,2018
10.1371/journal.pone.0207311,1,22.35800142548809,2018
10.1371/journal.pone.0208681,1,19.9044262333591,2019
10.1371/journal.pone.0209487,1,34.847152917412664,2019
10.1371/journal.pone.0210077,1,19.83282830485521,2019
10.1371/journal.pone.0218088,0,26.554333260404945,2019
10.1371/journal.pone.0218510,0,15.087682631086464,2019
10.1371/journal.pone.0223330,1,19.39753591571821,2019
10.1371/journal.pone.0224990,0,30.515880795512977,2019
10.1371/journal.pone.0235384,1,45.68318666754792,2020
10.1371/journal.pone.0240133,1,17.304056361792938,2020
10.1371/journal.pone.0242364,1,63.77499611540434,2020
10.1371/journal.pone.0242668,1,49.35372415476137,2020
10.1371/journal.pone.0244323,1,19.589188725372555,2020
10.1371/journal.pone.0247861,1,34.031956536929094,2021
10.1371/journal.pone.0247924,0,21.57103951125461,2021
10.1371/journal.pone.0250255,1,15.533094633407742,2021
10.1371/journal.pone.0256609,1,19.76511526923796,2021
10.1371/journal.pone.0258932,0,21.404131093323336,2021
10.1371/journal.pone.0259218,0,35.70991397835448,2021
10.1371/journal.ppat.1000092,0,15.259283770648036,2008
10.1371/journal.ppat.1000828,1,18.30713998553848,2010
10.1371/journal.ppat.1002219,1,36.39745886298813,2011
10.1371/journal.ppat.1002677,1,15.707224532607986,2012
10.1371/journal.ppat.1007385,1,26.987996308856328,2019
10.1371/journal.ppat.1007460,1,16.682640744177576,2019
10.1371/journal.ppat.1007461,1,26.3005799840616,2018
10.1371/journal.ppat.1007470,1,44.98295948565165,2019
10.1371/journal.ppat.1007567,1,21.45535691738077,2019
10.1371/journal.ppat.1007597,1,17.495116647536747,2019
10.1371/journal.ppat.1007607,1,39.504177539467584,2019
10.1371/journal.ppat.1007640,0,35.95900542058402,2019
10.1371/journal.ppat.1007652,1,152.2026850747959,2019
10.1371/journal.ppat.1007659,1,16.618167832456813,2019
10.1371/journal.ppat.1007698,1,26.21110926619028,2019
10.1371/journal.ppat.1007711,1,35.19172502200843,2019
10.1371/journal.ppat.1007717,1,58.50551810998162,2019
10.1371/journal.ppat.1007760,1,32.992146000220565,2019
10.1371/journal.ppat.1007777,1,18.12975626934151,2019
10.1371/journal.ppat.1007788,1,20.158116663295253,2019
10.1371/journal.ppat.1007828,1,105.33548238661872,2019
10.1371/journal.ppat.1007927,1,73.30490982844067,2020
10.1371/journal.ppat.1007945,1,62.73453993406163,2019
10.1371/journal.ppat.1007957,1,28.76603276515939,2019
10.1371/journal.ppat.1008035,1,26.575766394203782,2019
10.1371/journal.ppat.1008055,1,26.07848172815068,2019
10.1371/journal.ppat.1008085,1,35.585493728478305,2019
10.1371/journal.ppat.1008147,1,17.686079193038438,2019
10.1371/journal.ppat.1008374,1,20.96404430481368,2020
10.1371/journal.ppat.1008381,1,17.43432782473017,2020
10.1371/journal.ppat.1009035,1,19.49528154334521,2020
10.1371/journal.ppat.1009128,1,35.8101510435665,2020
10.1371/journal.ppat.1009804,1,21.732180982885456,2021
10.1371/journal.ppat.1010041,1,23.546629372754367,2021
